Id,Age,Job,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,CallDurationSecs,CardInsurance
2687,57,blue-collar,married,,0,97,1,0,other,114,0
2688,28,blue-collar,single,secondary,0,-127,1,0,cellular,1219,1
2689,51,management,single,tertiary,1,-55,1,0,cellular,328,0
2690,55,management,divorced,tertiary,0,9756,1,0,cellular,120,1
2691,50,admin.,single,secondary,0,2252,0,0,cellular,762,1
2692,38,management,single,secondary,0,53,0,0,other,123,0
2693,25,blue-collar,divorced,secondary,0,720,1,0,other,68,0
2694,28,housemaid,single,tertiary,0,731,1,0,cellular,158,0
2695,44,management,divorced,tertiary,1,-26,0,0,cellular,107,0
2696,28,self-employed,married,secondary,0,-522,1,1,cellular,745,1
2697,38,admin.,divorced,secondary,0,19,1,0,cellular,1320,1
2698,34,technician,divorced,secondary,0,3997,1,0,other,140,0
2699,57,admin.,married,primary,0,389,0,0,cellular,126,0
2700,35,blue-collar,married,secondary,0,444,1,0,cellular,285,0
2701,58,retired,married,,0,937,0,0,cellular,181,0
2702,33,self-employed,single,tertiary,0,562,1,1,cellular,229,1
2703,57,management,divorced,secondary,0,3625,1,0,other,328,0
2704,43,admin.,divorced,secondary,0,3350,1,1,other,214,0
2705,34,management,single,secondary,0,524,0,0,other,4,0
2706,36,services,single,secondary,0,948,0,1,cellular,107,0
2707,58,management,divorced,tertiary,0,50,1,0,other,48,0
2708,34,services,married,secondary,0,-694,1,0,other,27,0
2709,46,management,married,tertiary,0,0,0,0,cellular,468,0
2710,40,blue-collar,married,primary,0,32,1,0,cellular,119,0
2711,41,entrepreneur,married,secondary,0,2480,1,0,other,173,0
2712,42,blue-collar,married,primary,0,480,1,0,other,126,0
2713,30,blue-collar,married,secondary,0,-166,1,1,other,112,0
2714,32,blue-collar,single,primary,0,18,1,1,cellular,356,0
2715,37,admin.,married,secondary,0,2061,1,1,cellular,536,1
2716,32,blue-collar,single,secondary,0,2093,0,0,cellular,262,1
2717,26,admin.,single,secondary,0,581,1,1,other,195,0
2718,41,housemaid,single,secondary,0,2184,0,0,other,40,0
2719,43,management,single,tertiary,0,1696,1,0,cellular,300,1
2720,56,retired,married,secondary,0,1956,0,0,cellular,147,0
2721,73,retired,married,primary,0,508,0,0,cellular,206,1
2722,34,technician,single,secondary,0,52,0,0,cellular,105,0
2723,28,student,single,tertiary,0,682,1,0,cellular,416,0
2724,54,housemaid,married,secondary,0,962,1,0,cellular,336,1
2725,48,services,married,secondary,0,2409,1,0,cellular,623,0
2726,35,student,single,secondary,0,188,1,0,cellular,88,1
2727,30,student,single,tertiary,0,-679,1,0,other,163,0
2728,29,admin.,single,tertiary,0,200,1,0,cellular,228,0
2729,36,technician,divorced,secondary,0,556,1,0,cellular,180,0
2730,55,retired,married,,0,554,0,1,cellular,273,0
2731,39,housemaid,married,secondary,0,0,1,0,cellular,255,0
2732,53,management,married,tertiary,0,583,0,0,cellular,264,1
2733,28,student,single,secondary,0,4793,0,0,other,66,0
2734,41,management,divorced,tertiary,0,1576,1,0,other,102,0
2735,27,technician,single,secondary,0,1742,1,0,other,345,1
2736,37,management,married,secondary,0,121,0,1,cellular,246,0
2737,58,retired,married,tertiary,0,2577,1,1,other,127,0
2738,41,management,divorced,,0,465,1,0,cellular,1761,1
2739,59,management,single,tertiary,0,1180,0,0,cellular,26,0
2740,61,technician,divorced,secondary,0,6481,0,0,cellular,153,1
2741,33,technician,married,tertiary,0,8023,0,0,cellular,125,0
2742,47,blue-collar,married,primary,0,1480,0,0,cellular,537,0
2743,59,retired,divorced,secondary,0,1,0,0,cellular,391,1
2744,39,technician,married,secondary,0,597,1,0,other,131,0
2745,54,entrepreneur,married,tertiary,0,651,1,1,cellular,141,0
2746,29,blue-collar,single,secondary,0,234,1,0,cellular,162,0
2747,76,retired,divorced,primary,0,802,0,0,cellular,281,1
2748,53,technician,divorced,secondary,0,1301,1,0,other,39,0
2749,29,management,married,tertiary,0,-6,1,0,other,142,0
2750,43,management,married,secondary,0,3,1,0,other,89,0
2751,58,management,divorced,tertiary,0,0,0,0,telephone,227,0
2752,34,management,single,tertiary,0,5945,1,0,cellular,333,0
2753,31,admin.,single,secondary,0,8626,0,0,cellular,186,0
2754,59,management,married,tertiary,0,2239,0,0,cellular,440,1
2755,35,admin.,married,tertiary,0,948,1,0,cellular,100,0
2756,60,self-employed,single,secondary,0,27,0,0,cellular,47,0
2757,41,management,married,secondary,0,456,1,0,cellular,857,1
2758,38,management,married,tertiary,0,1066,1,0,cellular,100,0
2759,30,management,single,tertiary,0,5074,1,0,cellular,179,0
2760,34,blue-collar,single,secondary,0,215,0,0,cellular,409,1
2761,39,admin.,married,secondary,0,260,1,0,cellular,264,1
2762,35,management,single,tertiary,0,431,0,0,cellular,401,1
2763,59,management,married,primary,0,1727,0,0,telephone,500,1
2764,57,technician,married,primary,0,3376,1,0,telephone,421,1
2765,27,admin.,single,tertiary,0,689,0,0,cellular,114,0
2766,45,blue-collar,single,secondary,0,0,1,0,cellular,331,0
2767,50,admin.,married,primary,0,495,0,0,cellular,109,0
2768,31,admin.,married,secondary,0,879,1,0,cellular,460,1
2769,59,management,married,secondary,0,-1246,0,0,telephone,175,0
2770,48,housemaid,married,secondary,0,1397,0,0,cellular,77,0
2771,33,services,married,secondary,0,288,1,0,cellular,357,0
2772,34,management,single,tertiary,0,1,0,0,cellular,680,0
2773,32,self-employed,married,primary,0,102,1,0,cellular,654,1
2774,39,services,single,secondary,0,0,0,0,other,58,0
2775,39,blue-collar,married,secondary,0,-99,0,0,cellular,304,0
2776,44,management,married,tertiary,0,792,0,0,cellular,736,1
2777,39,technician,divorced,secondary,0,385,0,0,cellular,283,1
2778,48,technician,married,secondary,0,23495,0,0,cellular,74,0
2779,44,technician,married,secondary,0,533,1,0,cellular,148,0
2780,39,technician,single,secondary,0,822,1,1,other,72,0
2781,52,admin.,single,secondary,0,-528,1,1,cellular,1336,1
2782,55,entrepreneur,married,primary,0,298,1,0,other,63,0
2783,38,management,single,tertiary,0,0,0,0,cellular,111,0
2784,32,technician,married,secondary,0,1840,1,0,cellular,116,0
2785,59,technician,married,secondary,0,1,0,0,cellular,186,1
2786,51,housemaid,married,primary,0,492,1,0,other,62,0
2787,42,management,married,tertiary,0,372,1,0,cellular,179,1
2788,50,blue-collar,married,secondary,0,-253,0,0,other,19,0
2789,23,student,single,secondary,0,431,0,0,cellular,579,1
2790,50,management,married,secondary,0,1165,0,0,cellular,531,1
2791,49,technician,married,secondary,0,412,0,0,cellular,1510,1
2792,38,management,married,tertiary,0,193,0,0,cellular,223,0
2793,21,unemployed,married,secondary,0,2062,1,0,other,45,0
2794,37,management,married,tertiary,0,3236,0,0,cellular,340,1
2795,57,management,married,tertiary,0,9103,0,1,other,482,1
2796,57,retired,married,secondary,0,1044,0,0,telephone,567,1
2797,31,admin.,married,secondary,0,88,1,1,cellular,221,0
2798,49,admin.,single,secondary,0,1150,1,0,cellular,147,0
2799,60,unemployed,married,secondary,0,957,0,0,cellular,287,1
2800,36,management,married,tertiary,0,495,0,0,cellular,106,1
2801,35,blue-collar,divorced,primary,0,37,0,1,cellular,121,0
2802,32,self-employed,married,tertiary,0,312,1,0,other,115,0
2803,42,admin.,single,secondary,0,506,1,1,other,122,0
2804,48,housemaid,single,secondary,0,1385,0,0,telephone,270,0
2805,40,blue-collar,married,secondary,0,1515,1,0,cellular,588,1
2806,54,blue-collar,married,primary,0,714,0,0,cellular,263,0
2807,41,blue-collar,married,primary,0,-52,1,1,cellular,750,0
2808,60,management,married,tertiary,0,0,0,0,cellular,468,1
2809,38,self-employed,married,secondary,0,581,1,0,cellular,328,0
2810,45,blue-collar,married,secondary,0,4111,1,0,other,93,0
2811,30,management,divorced,tertiary,0,0,0,0,cellular,244,0
2812,27,student,single,tertiary,0,0,0,0,cellular,96,1
2813,39,unemployed,married,secondary,0,-455,1,0,other,238,0
2814,32,management,divorced,tertiary,0,530,1,0,cellular,153,0
2815,36,blue-collar,married,primary,0,403,1,0,other,404,1
2816,45,blue-collar,married,secondary,0,7895,1,0,cellular,1019,1
2817,51,unemployed,married,primary,0,1162,1,0,cellular,2354,1
2818,31,management,single,tertiary,0,933,1,0,cellular,157,0
2819,64,housemaid,married,primary,0,768,0,0,cellular,292,0
2820,27,unemployed,single,primary,0,223,0,0,cellular,120,0
2821,62,blue-collar,married,secondary,0,272,0,0,cellular,338,1
2822,21,technician,single,secondary,0,519,0,0,other,2,0
2823,31,technician,single,secondary,0,53,1,1,cellular,619,1
2824,35,services,married,secondary,0,-197,1,0,other,45,0
2825,43,blue-collar,married,secondary,0,2160,0,0,cellular,197,1
2826,47,blue-collar,married,primary,0,94,1,0,other,92,0
2827,37,housemaid,married,secondary,0,942,0,0,other,35,0
2828,33,management,single,tertiary,0,816,1,0,cellular,447,1
2829,35,management,married,tertiary,0,656,1,1,cellular,97,0
2830,34,admin.,single,tertiary,0,625,0,1,other,15,1
2831,34,blue-collar,married,primary,0,357,1,0,other,86,0
2832,45,management,married,tertiary,0,523,1,0,other,372,0
2833,37,blue-collar,married,primary,0,693,1,0,other,143,0
2834,43,self-employed,married,secondary,0,0,1,0,cellular,153,0
2835,58,management,single,,0,1873,0,0,other,21,0
2836,51,unemployed,divorced,tertiary,0,0,0,0,cellular,670,1
2837,43,admin.,single,secondary,0,386,0,0,cellular,283,0
2838,34,admin.,single,secondary,0,557,0,0,cellular,262,1
2839,29,services,divorced,secondary,0,92,1,0,cellular,280,0
2840,48,self-employed,single,,0,0,0,0,other,199,0
2841,50,blue-collar,married,secondary,0,325,1,0,cellular,175,0
2842,46,management,married,tertiary,0,4,0,0,cellular,1409,1
2843,28,,single,,0,326,0,0,cellular,526,1
2844,20,blue-collar,single,secondary,0,76,1,0,cellular,746,1
2845,39,management,single,tertiary,0,816,1,0,cellular,43,0
2846,53,technician,married,secondary,0,284,0,0,cellular,912,1
2847,33,management,single,tertiary,0,224,0,0,cellular,478,1
2848,46,services,married,secondary,0,2948,0,0,cellular,1043,1
2849,37,blue-collar,divorced,secondary,0,316,1,0,other,282,1
2850,27,services,single,secondary,0,167,0,1,cellular,708,0
2851,38,blue-collar,married,primary,0,190,1,0,telephone,623,1
2852,31,management,single,secondary,0,1090,1,0,cellular,58,0
2853,52,services,married,secondary,0,657,0,0,telephone,398,1
2854,52,blue-collar,married,secondary,0,1027,0,0,cellular,69,0
2855,33,management,married,tertiary,0,752,1,0,cellular,121,0
2856,52,technician,married,tertiary,0,2557,0,0,cellular,157,1
2857,38,technician,married,secondary,0,508,1,0,cellular,843,0
2858,48,management,married,secondary,0,-876,0,1,cellular,7,0
2859,40,technician,married,secondary,0,42,0,0,cellular,2152,1
2860,30,admin.,married,primary,0,-171,1,0,other,55,0
2861,38,unemployed,married,tertiary,0,2812,1,0,cellular,969,1
2862,42,technician,married,secondary,0,-556,1,0,cellular,118,0
2863,46,housemaid,married,primary,0,3512,0,0,cellular,204,1
2864,34,self-employed,single,tertiary,0,9962,0,0,cellular,554,1
2865,33,admin.,married,secondary,0,796,1,0,telephone,216,0
2866,52,blue-collar,married,primary,0,9804,1,1,cellular,181,0
2867,38,housemaid,married,secondary,0,333,1,0,cellular,708,0
2868,48,blue-collar,married,secondary,0,1730,1,0,cellular,185,0
2869,40,management,married,secondary,0,406,1,0,other,253,1
2870,32,services,single,secondary,0,717,0,0,cellular,540,0
2871,27,services,single,tertiary,0,1501,1,0,cellular,218,0
2872,33,admin.,single,tertiary,0,272,1,0,cellular,381,1
2873,37,entrepreneur,married,tertiary,0,678,0,1,other,173,0
2874,32,technician,single,tertiary,0,948,1,0,cellular,260,0
2875,36,blue-collar,married,primary,0,994,1,0,cellular,180,0
2876,53,blue-collar,married,primary,0,655,1,0,cellular,120,0
2877,36,admin.,single,tertiary,0,635,0,0,cellular,65,0
2878,44,technician,married,secondary,0,398,1,0,other,61,0
2879,29,services,divorced,secondary,0,590,1,0,other,33,0
2880,38,management,married,tertiary,1,327,1,1,cellular,649,1
2881,31,entrepreneur,single,tertiary,0,137,0,0,cellular,520,0
2882,30,management,single,tertiary,0,12857,1,0,cellular,175,1
2883,33,blue-collar,married,primary,0,3074,0,0,cellular,793,0
2884,38,unemployed,married,primary,0,7005,1,0,cellular,813,1
2885,39,blue-collar,divorced,secondary,0,150,0,0,cellular,859,0
2886,77,retired,married,,0,1807,0,0,telephone,373,1
2887,32,technician,single,tertiary,0,2340,0,0,cellular,104,1
2888,50,services,married,primary,0,1903,0,0,cellular,204,0
2889,58,blue-collar,single,secondary,0,119,1,1,cellular,1151,1
2890,37,technician,married,secondary,0,5115,1,0,cellular,1413,1
2891,47,technician,married,secondary,0,636,0,0,cellular,486,0
2892,33,management,married,tertiary,0,2604,0,0,cellular,195,0
2893,38,unemployed,married,primary,0,-363,0,0,other,149,0
2894,25,student,single,secondary,0,358,0,0,cellular,385,1
2895,50,admin.,single,secondary,0,1318,0,1,other,64,0
2896,46,technician,divorced,tertiary,0,0,0,0,cellular,1400,1
2897,54,services,married,secondary,0,2061,1,0,telephone,301,0
2898,51,retired,married,secondary,0,-14,0,1,cellular,659,0
2899,57,entrepreneur,married,tertiary,0,7699,0,1,cellular,208,0
2900,33,blue-collar,married,secondary,0,3458,1,0,cellular,63,0
2901,51,technician,divorced,secondary,0,7928,1,0,cellular,145,0
2902,40,admin.,married,primary,0,72,1,1,cellular,992,1
2903,41,blue-collar,married,secondary,0,2157,1,0,other,68,0
2904,23,services,single,secondary,0,870,0,0,cellular,346,1
2905,33,admin.,divorced,secondary,0,818,1,1,cellular,352,0
2906,27,management,single,tertiary,0,2489,0,0,cellular,377,1
2907,77,retired,divorced,secondary,0,3417,0,0,cellular,157,1
2908,28,blue-collar,single,secondary,0,6307,1,0,other,270,0
2909,52,unemployed,married,secondary,0,94,0,0,cellular,179,1
2910,35,entrepreneur,married,secondary,0,2074,1,0,other,63,0
2911,48,blue-collar,married,secondary,0,0,0,0,cellular,251,0
2912,36,admin.,single,secondary,0,0,0,0,cellular,160,0
2913,50,blue-collar,married,primary,0,604,0,0,cellular,121,0
2914,39,blue-collar,single,primary,0,1522,0,0,other,72,0
2915,72,self-employed,married,tertiary,0,132,0,0,cellular,304,1
2916,45,technician,single,secondary,0,1171,1,0,cellular,40,0
2917,59,unemployed,married,secondary,0,309,0,0,cellular,350,0
2918,54,technician,married,secondary,0,1378,1,0,other,105,0
2919,31,blue-collar,married,secondary,0,652,0,1,other,123,0
2920,32,blue-collar,single,primary,0,2829,1,0,cellular,30,0
2921,21,student,single,,0,1506,0,0,cellular,397,1
2922,59,retired,single,secondary,0,351,1,0,other,466,1
2923,46,admin.,divorced,secondary,0,2232,0,0,cellular,141,1
2924,41,admin.,married,secondary,0,705,1,0,other,90,0
2925,42,management,married,tertiary,0,2816,0,0,cellular,225,1
2926,44,unemployed,single,primary,1,-4,0,1,cellular,920,1
2927,29,blue-collar,single,secondary,0,908,1,0,other,730,1
2928,31,self-employed,married,tertiary,0,414,0,0,cellular,197,0
2929,66,retired,married,secondary,0,3409,0,0,cellular,484,0
2930,47,technician,married,secondary,0,293,0,0,cellular,583,1
2931,26,blue-collar,single,secondary,0,191,1,0,cellular,642,1
2932,36,technician,married,tertiary,0,4596,1,0,cellular,273,1
2933,44,management,married,tertiary,0,1954,0,0,cellular,343,1
2934,29,services,single,tertiary,0,737,1,1,cellular,583,0
2935,44,entrepreneur,married,secondary,0,1442,0,0,cellular,327,0
2936,42,housemaid,married,primary,0,1523,1,1,cellular,686,0
2937,47,entrepreneur,married,secondary,0,0,0,0,other,634,1
2938,37,blue-collar,single,tertiary,0,3649,1,0,cellular,728,0
2939,43,management,married,tertiary,0,3518,0,0,cellular,241,1
2940,36,admin.,married,,0,991,0,0,cellular,688,1
2941,31,management,single,tertiary,0,581,1,1,cellular,668,0
2942,78,,married,,0,2235,0,0,telephone,300,1
2943,36,technician,married,tertiary,0,376,0,0,cellular,202,1
2944,49,services,married,secondary,0,199,1,0,cellular,33,0
2945,35,management,married,tertiary,0,451,1,0,cellular,257,0
2946,38,unemployed,married,primary,0,7005,1,0,cellular,432,1
2947,49,blue-collar,married,secondary,0,1854,1,0,other,76,0
2948,32,blue-collar,married,primary,0,50,1,0,cellular,321,0
2949,59,technician,married,secondary,0,116,0,0,cellular,465,1
2950,58,retired,married,primary,0,565,0,0,telephone,876,1
2951,26,student,single,secondary,0,279,0,0,cellular,279,0
2952,44,entrepreneur,married,secondary,0,860,1,1,cellular,112,0
2953,40,entrepreneur,single,secondary,0,943,1,0,cellular,209,0
2954,58,technician,married,secondary,0,1476,1,0,cellular,334,0
2955,47,housemaid,married,primary,0,0,1,0,telephone,193,0
2956,43,blue-collar,divorced,primary,0,177,0,0,cellular,145,0
2957,50,blue-collar,married,primary,0,5776,0,0,cellular,57,0
2958,61,retired,married,secondary,0,243,0,0,cellular,227,1
2959,46,technician,married,secondary,0,591,0,0,telephone,81,0
2960,54,retired,married,primary,0,0,1,0,cellular,186,0
2961,46,admin.,married,secondary,0,659,1,0,telephone,1127,1
2962,33,blue-collar,married,secondary,0,1464,1,0,other,258,1
2963,30,admin.,single,secondary,0,915,1,0,other,162,1
2964,34,blue-collar,married,primary,0,72,1,0,cellular,109,0
2965,53,admin.,married,secondary,0,10541,0,0,cellular,208,1
2966,37,blue-collar,single,secondary,0,3764,0,0,other,189,0
2967,28,blue-collar,single,secondary,0,-46,1,0,cellular,232,1
2968,38,management,married,tertiary,0,1223,0,0,cellular,1275,1
2969,33,self-employed,married,tertiary,0,1278,0,0,cellular,758,1
2970,32,management,married,tertiary,0,3442,0,0,cellular,555,0
2971,38,services,married,secondary,0,208,1,0,other,351,0
2972,43,technician,married,secondary,0,1358,0,0,cellular,186,1
2973,43,management,married,tertiary,0,-334,1,0,cellular,340,0
2974,36,management,single,tertiary,0,7506,1,0,cellular,980,1
2975,47,management,single,tertiary,0,324,0,1,cellular,84,0
2976,30,admin.,married,secondary,0,8781,1,0,cellular,1049,1
2977,43,management,married,,0,587,1,0,cellular,13,0
2978,60,management,married,tertiary,0,315,0,0,cellular,981,1
2979,55,management,married,tertiary,0,563,1,0,cellular,192,0
2980,33,technician,single,secondary,0,920,1,0,cellular,68,0
2981,59,self-employed,married,tertiary,0,185,0,0,cellular,331,0
2982,37,admin.,married,secondary,0,1207,1,0,telephone,1353,1
2983,36,technician,married,secondary,0,15485,0,0,cellular,538,1
2984,36,management,single,tertiary,0,811,0,0,cellular,267,1
2985,23,services,single,secondary,0,210,1,0,other,222,0
2986,33,admin.,married,secondary,0,258,1,0,cellular,43,0
2987,39,self-employed,married,tertiary,0,1047,0,0,other,243,1
2988,37,admin.,married,secondary,0,274,1,0,other,321,1
2989,50,entrepreneur,married,tertiary,0,8649,1,0,cellular,165,0
2990,31,services,married,secondary,0,413,1,0,other,29,0
2991,58,management,married,tertiary,0,1271,1,0,cellular,171,0
2992,56,technician,married,secondary,0,2558,0,0,other,126,0
2993,39,technician,married,secondary,0,376,0,0,other,70,0
2994,30,blue-collar,married,secondary,0,294,1,1,other,22,0
2995,58,blue-collar,married,,0,64,0,1,cellular,91,0
2996,32,technician,single,secondary,0,540,0,1,cellular,876,1
2997,37,technician,married,,0,189,0,0,cellular,189,1
2998,34,blue-collar,married,primary,0,3868,1,0,cellular,157,0
2999,44,blue-collar,divorced,secondary,0,-1,0,1,cellular,227,0
3000,44,technician,married,secondary,0,267,0,0,cellular,607,1
3001,42,entrepreneur,married,primary,0,319,1,0,telephone,17,0
3002,48,entrepreneur,married,tertiary,0,810,0,0,other,168,0
3003,30,admin.,single,secondary,0,330,0,1,cellular,134,0
3004,40,services,married,secondary,0,4157,1,0,other,322,0
3005,41,management,married,tertiary,0,768,0,0,cellular,267,0
3006,44,blue-collar,married,secondary,1,-617,1,0,other,75,0
3007,30,technician,single,tertiary,0,178,0,0,cellular,766,1
3008,31,unemployed,divorced,tertiary,0,756,0,0,cellular,415,1
3009,46,blue-collar,married,secondary,0,7,0,0,other,48,0
3010,55,management,single,secondary,0,1507,1,0,cellular,133,0
3011,62,blue-collar,married,secondary,0,272,0,0,cellular,171,1
3012,22,student,single,tertiary,0,691,0,0,cellular,395,1
3013,38,unemployed,single,secondary,0,2470,1,0,cellular,153,0
3014,44,management,married,tertiary,0,1058,0,0,cellular,220,1
3015,38,management,single,tertiary,0,3141,0,0,cellular,405,1
3016,69,retired,married,secondary,0,2473,0,0,cellular,1129,1
3017,29,services,single,secondary,0,1934,0,0,cellular,317,1
3018,56,technician,divorced,secondary,0,3450,0,0,cellular,592,1
3019,53,admin.,married,secondary,0,459,0,0,cellular,652,1
3020,39,management,divorced,tertiary,0,224,0,0,cellular,227,1
3021,31,management,single,tertiary,0,515,0,0,cellular,346,1
3022,31,technician,single,tertiary,0,1887,0,1,cellular,263,0
3023,31,technician,single,tertiary,0,3729,1,0,other,84,0
3024,31,entrepreneur,married,tertiary,0,425,1,0,cellular,112,0
3025,39,management,married,secondary,0,215,0,0,cellular,1333,1
3026,52,blue-collar,married,primary,0,2091,0,0,cellular,211,0
3027,40,management,married,tertiary,0,9366,0,0,cellular,81,1
3028,35,services,married,secondary,0,-489,1,0,other,39,0
3029,28,student,single,secondary,0,949,1,0,other,759,1
3030,25,student,single,secondary,0,331,0,0,telephone,170,1
3031,28,admin.,single,tertiary,0,373,1,0,cellular,91,0
3032,44,blue-collar,divorced,secondary,0,558,1,0,other,213,0
3033,28,student,single,tertiary,0,290,1,0,telephone,24,0
3034,29,admin.,single,secondary,0,210,0,1,cellular,164,0
3035,36,management,married,tertiary,0,23,0,0,cellular,155,0
3036,50,management,married,secondary,0,2717,1,0,cellular,220,0
3037,35,entrepreneur,married,tertiary,0,0,0,0,cellular,86,0
3038,48,technician,married,secondary,0,10655,0,0,telephone,5,0
3039,49,services,married,secondary,0,823,0,0,cellular,911,1
3040,47,blue-collar,married,secondary,0,243,1,0,cellular,257,0
3041,33,blue-collar,married,primary,0,217,1,0,cellular,231,0
3042,35,services,single,primary,0,167,0,1,cellular,717,1
3043,31,management,married,tertiary,0,1812,0,0,cellular,538,1
3044,54,blue-collar,married,primary,0,433,1,0,cellular,294,0
3045,25,services,single,secondary,0,2311,0,1,cellular,1291,1
3046,39,blue-collar,married,primary,0,7304,1,0,other,95,0
3047,52,unemployed,divorced,secondary,0,230,0,0,cellular,493,1
3048,34,management,single,tertiary,0,26575,0,0,cellular,109,0
3049,27,management,single,tertiary,0,338,0,1,cellular,625,0
3050,27,technician,married,secondary,0,2183,1,1,other,376,1
3051,35,blue-collar,married,tertiary,0,5271,1,0,cellular,139,0
3052,33,blue-collar,married,secondary,0,315,0,0,cellular,171,1
3053,36,services,single,secondary,0,1227,1,1,cellular,905,1
3054,38,management,married,secondary,0,336,1,0,cellular,303,0
3055,46,technician,married,secondary,0,3434,0,1,cellular,134,1
3056,18,student,single,,0,3,0,0,cellular,152,1
3057,33,technician,divorced,secondary,0,488,0,0,cellular,388,0
3058,23,technician,single,,0,710,1,0,other,164,0
3059,32,blue-collar,single,primary,0,60,1,0,cellular,159,0
3060,37,management,married,tertiary,0,255,0,0,cellular,656,1
3061,39,services,single,secondary,0,1048,1,0,cellular,126,0
3062,21,student,single,,0,53,0,0,cellular,315,1
3063,49,technician,married,secondary,0,0,1,1,cellular,111,0
3064,54,blue-collar,divorced,primary,0,10374,1,0,cellular,331,0
3065,36,technician,married,tertiary,0,911,1,1,cellular,137,1
3066,52,management,married,tertiary,0,1453,0,0,telephone,254,0
3067,55,housemaid,divorced,tertiary,0,1241,0,0,cellular,56,0
3068,81,retired,divorced,primary,0,949,0,0,cellular,220,1
3069,47,technician,married,secondary,0,-107,0,0,cellular,276,0
3070,35,housemaid,divorced,secondary,0,39,0,0,cellular,174,0
3071,24,blue-collar,single,primary,0,388,1,0,cellular,225,0
3072,35,self-employed,married,tertiary,0,3698,1,0,cellular,124,1
3073,46,technician,married,tertiary,0,53,0,0,other,5,0
3074,38,technician,single,secondary,0,61,1,0,cellular,127,0
3075,46,services,married,secondary,0,244,0,0,cellular,162,0
3076,33,blue-collar,married,secondary,0,1130,1,0,cellular,1242,0
3077,27,technician,single,secondary,0,218,1,0,cellular,1708,0
3078,47,services,married,secondary,0,223,0,0,cellular,155,0
3079,51,housemaid,married,primary,0,605,0,0,cellular,315,0
3080,31,technician,divorced,secondary,0,646,1,0,other,129,0
3081,33,blue-collar,married,primary,0,3512,1,0,cellular,293,0
3082,42,blue-collar,single,secondary,0,583,0,0,cellular,662,0
3083,26,services,married,secondary,0,0,1,0,cellular,152,0
3084,54,technician,married,secondary,0,0,0,0,cellular,542,1
3085,35,management,single,tertiary,0,5958,1,0,cellular,251,1
3086,36,housemaid,married,secondary,0,419,1,0,other,110,0
3087,42,blue-collar,married,secondary,0,2717,1,1,cellular,211,0
3088,58,management,married,tertiary,0,361,0,0,cellular,588,0
3089,55,retired,married,primary,0,3876,0,0,cellular,63,0
3090,45,blue-collar,divorced,primary,0,-207,0,0,cellular,1026,1
3091,43,management,married,tertiary,0,149,1,0,other,290,1
3092,25,blue-collar,single,secondary,0,1857,1,0,cellular,218,1
3093,27,services,single,secondary,0,302,0,0,cellular,176,0
3094,59,retired,single,secondary,0,2,0,0,telephone,935,1
3095,38,management,divorced,tertiary,0,4335,1,0,cellular,183,0
3096,40,services,married,secondary,0,1293,1,0,cellular,150,0
3097,32,management,single,tertiary,0,229,1,0,cellular,403,0
3098,32,services,single,secondary,0,6983,0,0,cellular,298,1
3099,42,admin.,divorced,secondary,0,2129,0,0,cellular,739,1
3100,38,blue-collar,divorced,secondary,0,0,1,0,cellular,673,1
3101,76,retired,married,tertiary,0,2991,0,0,cellular,402,1
3102,53,management,married,tertiary,0,3634,0,0,cellular,246,1
3103,54,technician,married,secondary,0,1076,0,0,cellular,395,0
3104,34,blue-collar,single,,0,129,1,1,cellular,345,1
3105,29,technician,married,tertiary,0,-246,1,0,other,136,0
3106,35,management,married,tertiary,0,3889,1,0,cellular,310,0
3107,29,management,single,tertiary,0,1566,1,0,other,102,0
3108,43,management,married,,0,275,0,0,cellular,127,0
3109,29,blue-collar,divorced,secondary,0,291,1,0,cellular,473,0
3110,58,retired,married,secondary,0,195,0,0,cellular,48,0
3111,29,blue-collar,married,secondary,0,339,1,0,cellular,74,0
3112,31,admin.,single,secondary,0,0,1,0,cellular,1045,1
3113,47,blue-collar,divorced,primary,0,126,1,0,other,1077,1
3114,57,management,divorced,tertiary,0,461,1,0,other,62,0
3115,50,blue-collar,married,primary,0,4108,1,0,cellular,614,1
3116,34,blue-collar,married,primary,0,-1,1,0,cellular,1235,1
3117,20,student,single,,0,755,0,0,cellular,332,1
3118,29,management,single,tertiary,0,368,1,0,other,70,0
3119,38,self-employed,single,tertiary,0,5774,1,0,cellular,474,1
3120,35,blue-collar,single,primary,0,-4,1,0,cellular,208,0
3121,36,blue-collar,married,secondary,0,1550,0,0,cellular,20,0
3122,45,technician,married,secondary,0,999,1,0,other,288,0
3123,67,retired,married,,0,2540,0,0,telephone,279,1
3124,42,services,married,secondary,0,1263,1,0,other,50,0
3125,60,blue-collar,married,tertiary,0,759,0,0,cellular,298,0
3126,52,housemaid,married,primary,0,618,1,1,cellular,411,0
3127,34,technician,single,tertiary,0,228,1,0,cellular,452,0
3128,57,technician,married,secondary,0,0,0,0,other,19,0
3129,45,technician,married,,0,886,1,0,cellular,88,0
3130,43,unemployed,married,tertiary,0,0,0,0,cellular,870,1
3131,30,technician,married,tertiary,0,-340,1,1,telephone,156,0
3132,49,admin.,divorced,secondary,0,1718,0,1,cellular,246,1
3133,64,management,married,,0,2352,0,0,cellular,211,1
3134,47,management,married,tertiary,0,4386,1,0,telephone,43,0
3135,31,unemployed,married,secondary,0,6,0,0,cellular,141,1
